text,label,phishing_type,severity,confidence
"Subject: Training session notes

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Riley Wong",0,legitimate,low,0.96
"Dear user, this is an limited offer notice regarding your account. Your access will be limited today. To avoid interruption, act now. This offer is last chance and expires midnight. Follow the instructions immediately.

Keywords: asap expires midnight

Sincerely,
Sam Garcia",1,urgency,high,0.76
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: lonely, replacement cards, romance

Security Team,
Morgan Wong",1,romance_dating,medium,0.72
"Hi there, we detected a security alert on your account. To authenticate access, please validate your information. Your account may be restricted until you reactivate it.

Keywords: security alert security

Account Services,
Casey Brown",1,social_engineering,high,0.77
"Notice, congratulations! You are the winner of a reward. To claim your payment of $10,000, please provide your account number to process the total. This deal is available today only.

Keywords: $ cash dollars

Support Desk,
Jamie Wong",1,financial_scam,medium,0.79
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: stranded, military, soldier, medical conference, money needed

Account Services,
Morgan Garcia",1,romance_dating,high,0.9
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: hurry, 48 hours, while supplies last

Sincerely,
Jordan Singh",1,urgency,medium,0.73
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: login, access code, username

Account Services,
Taylor Singh",1,credential_harvesting,high,0.93
"Dear user, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: rush, final notice, limited offer, act fast

Compliance Team,
Cameron Patel",1,urgency,high,0.77
"Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: repair, trojan, spyware, support team, network admin

Security Team,
Riley Martinez",1,tech_support,high,0.79
"Attention, this is the bank security team. There are policy concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Keywords: twitter citibank official director customs

Account Services,
Sam Garcia",1,authority_scam,high,0.87
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: link, do not reply, spread, auto-generated, noreply, warning

Sincerely,
Alex Wong",1,generic_phishing,low,0.85
"Subject: Meeting follow-up

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Avery Patel",0,legitimate,low,0.97
"Dear customer, your login has been restricted. Use the secure link to reset password and restore access. Enter your 2FA code to continue.

Keywords: 2fa passcode

Sincerely,
Casey Lee",1,credential_harvesting,high,0.86
"Subject: Classroom logistics

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Cameron Garcia",0,legitimate,low,0.99
"Dear customer, final warning. Failure to respond will hold your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Keywords: confiscate prosecution

Compliance Team,
Avery Patel",1,threats,high,0.87
"Subject: Team lunch planning

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Appreciate your feedback on this draft.

Best,
Morgan Lee",0,legitimate,low,0.98
"Hi there, this is the government accounts team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: confidential citibank chase telegram

Risk Operations,
Taylor Singh",1,authority_scam,high,0.82
"Dear user, this is the facebook compliance team. There are policy concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: social security executive

Security Team,
Cameron Brown",1,authority_scam,high,0.95
"Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: security software, connection, support team, help desk, trojan

Security Team,
Alex Nguyen",1,tech_support,high,0.82
"Subject: Meeting follow-up

Sharing the revised documentation with examples. The endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Casey Brown",0,legitimate,low,0.98
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: security question, authentication, login, 2fa, signin

Support Desk,
Morgan Wong",1,credential_harvesting,high,0.86
"Notice, your account has been restricted. Use the secure link to verify your username and restore access. Enter your 2FA code to continue.

Keywords: reset 2fa preferences

IT Desk,
Riley Patel",1,credential_harvesting,high,0.86
